 -1.95 -0.10  0.06
 -1.95  0.10  0.06
 4 2 3 4 5
 3 0 6 5
 3 1 2 7
 4 7 2 5 6
 3 8 20 26
 4 20 21 27 26
 4 21 22 28 27
 4 22 23 29 28
 4 23 30 24 29
 4 25 24 30 45
 3 26 9 8
 4 26 15 10 9
 4 15 16 11 10
 4 16 17 12 11
 4 17 13 18 12
 4 44 18 13 14
 4 32 33 15 26
 4 33 34 16 15
 4 34 35 17 16
 4 35 36 13 17
 4 36 37 14 13
 4 26 27 39 38
 4 27 28 40 39
 4 28 29 41 40
 4 29 24 42 41
 4 24 25 43 42
 5 1 19 14 37 3
 5 4 43 25 31 0
 6 1 46 47 9 44 19
 6 49 48 0 31 45 20
 4 8 9 47 50
 4 8 50 49 20
 3 63 65 46
 3 48 66 64
 4 46 51 53 47
 4 49 54 52 48
 4 47 55 57 50
 4 57 56 49 50
 3 53 55 47
 3 49 56 54
 4 48 59 58 46
 3 58 51 46
 3 48 52 59
 3 58 59 60
 3 60 51 58
 3 60 53 51
 3 60 55 53
 3 60 57 55
 3 60 56 57
 3 60 54 56
 3 60 52 54
 3 60 59 52
 4 91 92 93 94
 4 98 97 96 95
 6 37 36 35 34 33 38
 6 38 39 40 41 42 43
 3 43 37 38
 6 76 147 151 73 74 75
 4 147 148 152 151
 4 148 28 72 152
 6 154 150 76 75 74 73
 4 154 153 149 150
 4 153 72 28 149
 6 73 151 152 72 153 154
 6 159 155 71 70 69 68
 4 160 156 155 159
 4 67 16 156 160
 6 71 158 162 68 69 70
 4 162 158 157 161
 4 161 157 16 67
 6 160 159 68 162 161 67
 4 84 166 168 83
 4 166 81 82 168
 4 83 168 167 84
 4 168 82 81 167
 4 165 163 80 79
 4 78 77 163 165
 4 79 80 164 165
 4 165 164 77 78
 5 170 172 87 88 89
 3 171 172 170
 4 86 172 171 85
 5 87 172 169 89 88
 3 169 172 90
 4 90 172 86 85
 4 7 6 0 1
 6 1 0 64 66 65 63
 4 115 116 132 131
 4 116 117 133 132
 4 117 118 134 133
 4 118 119 135 134
 4 119 120 136 135
 4 120 121 137 136
 4 121 122 138 137
 4 122 115 131 138
 4 139 140 124 123
 4 140 141 125 124
 4 141 142 126 125
 4 142 143 127 126
 4 143 144 128 127
 4 144 145 129 128
 4 145 146 130 129
 4 146 139 123 130
 6 45 30 23 22 21 20
 6 9 10 11 12 18 44
 4 64 61 6 0
 4 1 7 62 63
 4 61 62 7 6
 4 61 66 65 62
 3 64 66 61
 3 62 65 63
 3 112 111 173
 3 111 110 173
 3 110 109 173
 3 109 108 173
 3 108 107 173
 3 107 114 173
 3 114 113 173
 3 113 112 173
 3 103 104 174
 3 104 105 174
 3 105 106 174
 3 106 99 174
 3 99 100 174
 3 100 101 174
 3 101 102 174
 3 102 103 174
